#OTU ID	BS1
ZOTU_1403	9
ZOTU_1404	0
ZOTU_1405	0
ZOTU_1406	0
ZOTU_1407	1
ZOTU_1408	0
ZOTU_1409	0
ZOTU_1410	0
ZOTU_1411	0
ZOTU_1412	0
ZOTU_1413	0
ZOTU_1414	0
ZOTU_1415	37
ZOTU_1416	0
ZOTU_1417	2
ZOTU_1418	0
ZOTU_1419	0
ZOTU_1420	0
ZOTU_1421	0
ZOTU_1422	0
ZOTU_1423	4
ZOTU_1424	0
ZOTU_1425	0
ZOTU_1426	0
ZOTU_1427	0
ZOTU_1428	4
ZOTU_1429	0
ZOTU_1430	0
ZOTU_1431	0
ZOTU_1432	4
ZOTU_1433	0
ZOTU_1434	0
ZOTU_1435	0
ZOTU_1436	0
ZOTU_1437	4
ZOTU_1438	0
ZOTU_1439	0
ZOTU_1440	0
ZOTU_1441	0
ZOTU_1442	0
ZOTU_1443	0
ZOTU_1444	0
ZOTU_1445	0
ZOTU_1446	0
ZOTU_1447	0
ZOTU_1448	0
ZOTU_1449	0
ZOTU_1450	0
ZOTU_1451	0
ZOTU_1452	0
ZOTU_1453	0
ZOTU_1454	0
ZOTU_1455	0
ZOTU_1456	0
ZOTU_1457	51
ZOTU_1458	0
ZOTU_1459	0
ZOTU_1460	0
ZOTU_1461	0
ZOTU_1462	0
ZOTU_1463	0
ZOTU_1464	0
ZOTU_1465	2
ZOTU_1466	0
ZOTU_1467	0
ZOTU_1468	0
ZOTU_1469	0
ZOTU_1470	0
ZOTU_1471	0
ZOTU_1472	0
ZOTU_1473	0
ZOTU_1474	0
ZOTU_1475	0
ZOTU_1476	0
ZOTU_1477	0
ZOTU_1478	0
ZOTU_1479	0
ZOTU_1480	5
ZOTU_1481	0
ZOTU_1482	6
ZOTU_1483	0
ZOTU_1484	0
ZOTU_1485	0
ZOTU_1486	0
ZOTU_1487	0
ZOTU_1488	0
ZOTU_1489	0
ZOTU_1491	3
ZOTU_1492	1
ZOTU_1493	0
ZOTU_1494	0
ZOTU_1495	0
ZOTU_1496	52
ZOTU_1497	0
ZOTU_1498	0
ZOTU_1499	0
ZOTU_1500	0
ZOTU_1501	41
ZOTU_1502	0
ZOTU_1503	0
ZOTU_1504	0
ZOTU_1505	0
ZOTU_1506	0
ZOTU_1507	0
ZOTU_1508	0
ZOTU_1509	0
ZOTU_1510	0
ZOTU_1511	0
ZOTU_1512	0
ZOTU_1513	0
ZOTU_1514	0
ZOTU_1515	0
ZOTU_1516	0
ZOTU_1517	0
ZOTU_1518	0
ZOTU_1519	0
ZOTU_1520	0
ZOTU_1521	0
ZOTU_1522	0
ZOTU_1523	0
ZOTU_1524	2
ZOTU_1525	0
ZOTU_1526	0
ZOTU_1527	0
ZOTU_1528	14
ZOTU_1529	0
ZOTU_1530	0
ZOTU_1531	0
ZOTU_1532	0
ZOTU_1533	0
ZOTU_1534	0
ZOTU_1535	0
ZOTU_1537	0
ZOTU_1538	0
ZOTU_1539	0
ZOTU_1540	46
ZOTU_1541	0
ZOTU_1542	0
ZOTU_1543	0
ZOTU_1544	0
ZOTU_1545	0
ZOTU_1546	0
ZOTU_1547	0
ZOTU_1548	0
ZOTU_1549	12
ZOTU_1550	0
ZOTU_1551	54
ZOTU_1552	0
ZOTU_1553	0
ZOTU_1554	0
ZOTU_1555	0
ZOTU_1556	0
ZOTU_1557	0
ZOTU_1558	0
ZOTU_1559	0
ZOTU_1560	0
ZOTU_1561	0
ZOTU_1562	0
ZOTU_1563	0
ZOTU_1564	9
ZOTU_1565	0
ZOTU_1566	0
ZOTU_1567	0
ZOTU_1568	0
ZOTU_1569	26
ZOTU_1570	0
ZOTU_1571	0
ZOTU_1572	0
ZOTU_1573	0
ZOTU_1574	0
ZOTU_1575	0
ZOTU_1576	10
ZOTU_1577	0
ZOTU_1578	0
ZOTU_1579	0
ZOTU_1580	0
ZOTU_1581	0
ZOTU_1582	0
ZOTU_1583	0
ZOTU_1584	0
ZOTU_1585	0
ZOTU_1586	0
ZOTU_1587	0
ZOTU_1588	0
ZOTU_1589	0
ZOTU_1590	1
ZOTU_1591	0
ZOTU_1592	0
ZOTU_1593	0
ZOTU_1594	0
ZOTU_1595	0
ZOTU_1596	0
ZOTU_1597	0
ZOTU_1598	0
ZOTU_1599	0
ZOTU_1600	0
ZOTU_1601	1
ZOTU_1602	0
ZOTU_1604	0
ZOTU_1605	5
ZOTU_1606	1
ZOTU_1607	0
ZOTU_1608	0
ZOTU_1609	0
ZOTU_1610	0
ZOTU_1611	0
ZOTU_1612	0
ZOTU_1613	0
ZOTU_1614	0
ZOTU_1615	0
ZOTU_1616	0
ZOTU_1618	0
ZOTU_1619	0
ZOTU_1620	0
ZOTU_1621	0
ZOTU_1622	0
ZOTU_1623	0
ZOTU_1624	0
ZOTU_1625	38
ZOTU_1626	3
ZOTU_1627	0
ZOTU_1628	0
ZOTU_1629	0
ZOTU_1630	0
ZOTU_1631	5
ZOTU_1632	0
ZOTU_1633	0
ZOTU_1634	0
ZOTU_1635	0
ZOTU_1636	0
ZOTU_1637	0
ZOTU_1638	0
ZOTU_1639	0
ZOTU_1640	0
ZOTU_1641	0
ZOTU_1642	0
ZOTU_1643	0
ZOTU_1644	0
ZOTU_1645	0
ZOTU_1646	0
ZOTU_1647	0
ZOTU_1648	0
ZOTU_1649	0
ZOTU_1650	0
ZOTU_1651	0
ZOTU_1652	0
ZOTU_1653	0
ZOTU_1655	0
ZOTU_1656	18
ZOTU_1657	0
ZOTU_1658	0
ZOTU_1659	0
ZOTU_1660	0
ZOTU_1661	0
ZOTU_1662	11
ZOTU_1663	0
ZOTU_1664	0
ZOTU_1665	0
ZOTU_1666	0
ZOTU_1667	0
ZOTU_1668	0
ZOTU_1669	0
ZOTU_1670	0
ZOTU_1671	0
ZOTU_1672	6
ZOTU_1673	0
ZOTU_1674	0
ZOTU_1675	0
ZOTU_1676	0
ZOTU_1677	0
ZOTU_1678	0
ZOTU_1679	0
ZOTU_1680	0
ZOTU_1681	0
ZOTU_1682	0
ZOTU_1683	0
ZOTU_1684	0
ZOTU_1685	0
ZOTU_1686	0
ZOTU_1687	0
ZOTU_1689	0
ZOTU_1690	0
ZOTU_1691	0
ZOTU_1692	0
ZOTU_1693	0
ZOTU_1694	0
ZOTU_1695	0
ZOTU_1696	0
ZOTU_1697	0
ZOTU_1698	0
ZOTU_1699	0
ZOTU_1700	0
ZOTU_1701	2
ZOTU_1702	0
ZOTU_1703	0
ZOTU_1704	0
ZOTU_1705	0
ZOTU_1706	0
ZOTU_1707	0
ZOTU_1708	0
ZOTU_1709	0
ZOTU_1711	0
ZOTU_1712	0
ZOTU_1713	0
ZOTU_1714	0
ZOTU_1715	0
ZOTU_1716	0
ZOTU_1717	0
ZOTU_1718	0
ZOTU_1719	0
ZOTU_1720	0
ZOTU_1721	0
ZOTU_1722	0
ZOTU_1723	0
ZOTU_1724	0
ZOTU_1725	4
ZOTU_1726	0
ZOTU_1727	0
ZOTU_1728	0
ZOTU_1729	1
ZOTU_1730	0
ZOTU_1731	0
ZOTU_1732	0
ZOTU_1733	0
ZOTU_1734	0
ZOTU_1735	5
ZOTU_1736	0
ZOTU_1737	0
ZOTU_1738	0
ZOTU_1739	0
ZOTU_1740	0
ZOTU_1741	0
ZOTU_1742	0
ZOTU_1743	0
ZOTU_1744	0
ZOTU_1745	0
ZOTU_1746	0
ZOTU_1747	1
ZOTU_1748	0
ZOTU_1749	0
ZOTU_1750	0
ZOTU_1751	0
ZOTU_1752	0
ZOTU_1753	0
ZOTU_1754	0
ZOTU_1755	0
ZOTU_1756	0
ZOTU_1758	44
ZOTU_1759	0
ZOTU_1760	0
ZOTU_1761	0
ZOTU_1762	0
ZOTU_1763	0
ZOTU_1764	0
ZOTU_1765	0
ZOTU_1766	0
ZOTU_1767	0
ZOTU_1768	0
ZOTU_1769	0
ZOTU_1770	0
ZOTU_1771	0
ZOTU_1772	8
ZOTU_1773	39
ZOTU_1774	0
ZOTU_1775	0
ZOTU_1776	49
ZOTU_1777	4
ZOTU_1778	0
ZOTU_1779	7
ZOTU_1780	34
ZOTU_1781	0
ZOTU_1782	0
ZOTU_1783	0
ZOTU_1784	0
ZOTU_1785	0
ZOTU_1786	0
ZOTU_1787	0
ZOTU_1788	0
ZOTU_1789	43
ZOTU_1790	1
ZOTU_1791	0
ZOTU_1792	7
ZOTU_1794	0
ZOTU_1795	0
ZOTU_1796	0
ZOTU_1797	0
ZOTU_1798	0
ZOTU_1799	50
ZOTU_1800	0
ZOTU_1801	0
ZOTU_1802	0
ZOTU_1803	0
ZOTU_1804	0
ZOTU_1805	0
ZOTU_1806	0
ZOTU_1807	0
ZOTU_1808	0
ZOTU_1810	0
ZOTU_1811	8
ZOTU_1812	0
ZOTU_1813	0
ZOTU_1815	0
ZOTU_1816	0
ZOTU_1817	0
ZOTU_1818	0
ZOTU_1819	0
ZOTU_1820	0
ZOTU_1821	0
ZOTU_1822	0
ZOTU_1823	0
ZOTU_1824	0
ZOTU_1825	0
ZOTU_1826	0
ZOTU_1827	0
ZOTU_1829	0
ZOTU_1830	0
ZOTU_1831	0
ZOTU_1832	0
ZOTU_1833	2
ZOTU_1834	5
ZOTU_1835	11
ZOTU_1836	0
ZOTU_1837	0
ZOTU_1838	0
ZOTU_1839	0
ZOTU_1840	7
ZOTU_1841	0
ZOTU_1842	0
ZOTU_1843	26
ZOTU_1844	0
ZOTU_1845	0
ZOTU_1846	2
ZOTU_1847	0
ZOTU_1848	0
ZOTU_1849	0
ZOTU_1851	12
ZOTU_1852	0
ZOTU_1853	0
ZOTU_1854	0
ZOTU_1855	0
ZOTU_1856	0
ZOTU_1857	0
ZOTU_1858	0
ZOTU_1859	0
ZOTU_1860	2
ZOTU_1861	0
ZOTU_1862	0
ZOTU_1863	0
ZOTU_1864	0
ZOTU_1865	1
ZOTU_1866	38
ZOTU_1867	0
ZOTU_1868	11
ZOTU_1869	4
ZOTU_1870	0
ZOTU_1871	0
ZOTU_1872	0
ZOTU_1873	0
ZOTU_1874	0
ZOTU_1875	0
ZOTU_1876	0
ZOTU_1877	0
ZOTU_1878	0
ZOTU_1879	0
ZOTU_1880	0
ZOTU_1881	0
ZOTU_1882	0
ZOTU_1883	0
ZOTU_1884	0
ZOTU_1885	0
ZOTU_1886	0
ZOTU_1887	0
ZOTU_1888	0
ZOTU_1889	24
ZOTU_1890	0
ZOTU_1891	0
ZOTU_1892	0
ZOTU_1893	0
ZOTU_1894	0
ZOTU_1895	0
ZOTU_1896	0
ZOTU_1897	0
ZOTU_1898	38
ZOTU_1899	49
ZOTU_1900	0
ZOTU_1901	0
ZOTU_1902	0
ZOTU_1903	0
ZOTU_1904	0
ZOTU_1905	0
ZOTU_1906	0
ZOTU_1907	0
ZOTU_1908	0
ZOTU_1909	0
ZOTU_1910	0
ZOTU_1911	41
ZOTU_1912	0
ZOTU_1913	0
ZOTU_1914	0
ZOTU_1915	0
ZOTU_1916	0
ZOTU_1917	0
ZOTU_1918	29
ZOTU_1919	0
ZOTU_1920	0
ZOTU_1921	0
ZOTU_1922	0
ZOTU_1923	0
ZOTU_1924	55
ZOTU_1925	0
ZOTU_1927	0
ZOTU_1928	0
ZOTU_1929	0
ZOTU_1930	0
ZOTU_1931	0
ZOTU_1932	0
ZOTU_1933	0
ZOTU_1934	0
ZOTU_1935	0
ZOTU_1936	0
ZOTU_1937	0
ZOTU_1938	0
ZOTU_1939	0
ZOTU_1940	0
ZOTU_1941	0
ZOTU_1942	0
ZOTU_1943	0
ZOTU_1944	0
ZOTU_1945	0
ZOTU_1946	0
ZOTU_1947	0
ZOTU_1948	0
ZOTU_1949	0
ZOTU_1950	0
ZOTU_1951	0
ZOTU_1952	0
ZOTU_1953	0
ZOTU_1954	0
ZOTU_1955	0
ZOTU_1956	0
ZOTU_1957	0
ZOTU_1958	0
ZOTU_1959	0
ZOTU_1960	0
ZOTU_1961	11
ZOTU_1962	0
ZOTU_1963	0
ZOTU_1964	0
ZOTU_1965	0
ZOTU_1966	0
ZOTU_1967	0
ZOTU_1968	0
ZOTU_1969	0
ZOTU_1970	36
ZOTU_1971	0
ZOTU_1972	0
ZOTU_1973	0
ZOTU_1974	0
ZOTU_1975	0
ZOTU_1976	0
ZOTU_1977	0
ZOTU_1978	0
ZOTU_1979	0
ZOTU_1980	0
ZOTU_1981	0
ZOTU_1982	0
ZOTU_1983	0
ZOTU_1984	0
ZOTU_1985	0
ZOTU_1986	0
ZOTU_1987	0
ZOTU_1988	0
ZOTU_1989	0
ZOTU_1990	0
ZOTU_1991	0
ZOTU_1992	0
ZOTU_1993	0
ZOTU_1994	0
ZOTU_1995	0
ZOTU_1996	0
ZOTU_1997	0
ZOTU_1998	0
ZOTU_1999	0
ZOTU_2000	0
ZOTU_2001	0
ZOTU_2002	0
ZOTU_2003	0
ZOTU_2004	0
ZOTU_2005	0
ZOTU_2006	0
ZOTU_2007	0
ZOTU_2008	8
ZOTU_2009	0
ZOTU_2010	0
ZOTU_2011	0
ZOTU_2012	0
ZOTU_2013	0
ZOTU_2014	0
ZOTU_2015	0
ZOTU_2016	0
ZOTU_2017	0
ZOTU_2018	0
ZOTU_2019	0
ZOTU_2020	0
ZOTU_2021	1
ZOTU_2022	2
ZOTU_2023	0
ZOTU_2024	3
ZOTU_2025	0
ZOTU_2026	0
ZOTU_2027	0
ZOTU_2028	0
ZOTU_2029	0
ZOTU_2030	3
ZOTU_2031	0
ZOTU_2032	0
ZOTU_2033	0
ZOTU_2034	0
ZOTU_2035	0
ZOTU_2036	0
ZOTU_2037	0
ZOTU_2038	0
ZOTU_2039	0
ZOTU_2040	0
ZOTU_2041	0
ZOTU_2042	0
ZOTU_2043	0
ZOTU_2044	0
ZOTU_2045	0
ZOTU_2046	0
ZOTU_2047	0
ZOTU_2048	0
ZOTU_2049	0
ZOTU_2050	0
ZOTU_2051	0
ZOTU_2052	0
ZOTU_2053	0
ZOTU_2054	0
ZOTU_2055	0
ZOTU_2056	0
ZOTU_2057	0
ZOTU_2058	0
ZOTU_2059	0
ZOTU_2060	0
ZOTU_2061	0
ZOTU_2062	37
ZOTU_2063	0
ZOTU_2064	0
ZOTU_2065	0
ZOTU_2066	0
ZOTU_2067	0
ZOTU_2068	0
ZOTU_2069	0
ZOTU_2070	0
ZOTU_2071	0
ZOTU_2072	0
ZOTU_2073	0
ZOTU_2074	0
ZOTU_2075	0
ZOTU_2076	0
ZOTU_2077	0
ZOTU_2078	0
ZOTU_2079	0
ZOTU_2080	0
ZOTU_2081	0
ZOTU_2082	0
ZOTU_2083	0
ZOTU_2084	0
ZOTU_2085	0
ZOTU_2086	0
ZOTU_2087	0
ZOTU_2088	0
ZOTU_2089	0
ZOTU_2090	0
ZOTU_2091	0
ZOTU_2092	0
ZOTU_2093	0
ZOTU_2094	32
ZOTU_2095	0
ZOTU_2096	0
ZOTU_2097	0
ZOTU_2098	34
ZOTU_2099	0
ZOTU_2100	0
ZOTU_2101	1
ZOTU_2102	0
ZOTU_2103	0
ZOTU_2104	0
ZOTU_2105	0
ZOTU_2106	0
ZOTU_2107	0
ZOTU_2108	0
ZOTU_2109	0
ZOTU_2110	0
ZOTU_2111	0
ZOTU_2112	0
ZOTU_2113	0
ZOTU_2114	0
ZOTU_2115	0
ZOTU_2116	0
ZOTU_2117	0
ZOTU_2118	0
ZOTU_2119	2
ZOTU_2120	0
ZOTU_2121	0
ZOTU_2122	0
ZOTU_2123	0
ZOTU_2124	0
ZOTU_2125	0
ZOTU_2126	0
ZOTU_2127	0
ZOTU_2128	1
ZOTU_2129	0
ZOTU_2130	0
ZOTU_2131	0
ZOTU_2132	0
ZOTU_2133	0
ZOTU_2134	0
ZOTU_2135	0
ZOTU_2136	0
ZOTU_2137	0
ZOTU_2138	4
ZOTU_2139	0
ZOTU_2140	0
ZOTU_2141	0
ZOTU_2142	0
ZOTU_2143	0
ZOTU_2144	0
ZOTU_2145	0
ZOTU_2146	0
ZOTU_2147	0
ZOTU_2148	0
ZOTU_2149	0
ZOTU_2150	0
ZOTU_2151	0
ZOTU_2152	32
ZOTU_2153	0
ZOTU_2154	0
ZOTU_2155	0
ZOTU_2156	0
ZOTU_2157	0
ZOTU_2158	0
ZOTU_2159	0
ZOTU_2160	0
ZOTU_2161	0
ZOTU_2162	0
ZOTU_2163	0
ZOTU_2164	0
ZOTU_2165	0
ZOTU_2166	3
ZOTU_2167	0
ZOTU_2168	0
ZOTU_2169	0
ZOTU_2171	0
ZOTU_2172	0
ZOTU_2173	0
ZOTU_2174	0
ZOTU_2175	0
ZOTU_2176	0
ZOTU_2177	7
ZOTU_2178	0
ZOTU_2179	0
ZOTU_2180	0
ZOTU_2181	0
ZOTU_2182	0
ZOTU_2183	0
ZOTU_2184	19
ZOTU_2185	3
ZOTU_2186	0
ZOTU_2187	0
ZOTU_2188	0
ZOTU_2189	0
ZOTU_2190	0
ZOTU_2191	0
ZOTU_2192	0
ZOTU_2193	0
ZOTU_2194	0
ZOTU_2195	0
ZOTU_2196	0
ZOTU_2197	0
ZOTU_2198	0
ZOTU_2199	32
ZOTU_2200	0
ZOTU_2201	0
ZOTU_2202	13
ZOTU_2203	0
ZOTU_2204	0
ZOTU_2205	0
ZOTU_2206	0
ZOTU_2207	0
ZOTU_2208	0
ZOTU_2209	0
ZOTU_2210	0
ZOTU_2211	0
ZOTU_2212	0
ZOTU_2213	0
ZOTU_2214	0
ZOTU_2215	0
ZOTU_2216	0
ZOTU_2217	0
ZOTU_2218	0
ZOTU_2219	0
ZOTU_2220	0
ZOTU_2221	0
ZOTU_2222	0
ZOTU_2223	0
ZOTU_2224	0
ZOTU_2225	0
ZOTU_2226	4
ZOTU_2227	0
ZOTU_2228	0
ZOTU_2229	0
ZOTU_2230	0
ZOTU_2231	0
ZOTU_2232	7
ZOTU_2233	0
ZOTU_2234	0
ZOTU_2235	0
ZOTU_2236	2
ZOTU_2237	0
ZOTU_2238	0
ZOTU_2239	0
ZOTU_2240	0
ZOTU_2241	0
ZOTU_2242	0
ZOTU_2243	0
ZOTU_2244	0
ZOTU_2245	0
ZOTU_2246	0
ZOTU_2247	0
ZOTU_2248	9
ZOTU_2249	0
ZOTU_2250	0
ZOTU_2251	0
ZOTU_2252	0
ZOTU_2253	0
ZOTU_2254	0
ZOTU_2255	3
ZOTU_2256	0
ZOTU_2257	6
ZOTU_2258	0
ZOTU_2259	0
ZOTU_2260	0
ZOTU_2261	0
ZOTU_2262	0
ZOTU_2263	0
ZOTU_2264	0
ZOTU_2265	10
ZOTU_2266	0
ZOTU_2267	0
ZOTU_2268	0
ZOTU_2269	0
ZOTU_2270	0
ZOTU_2271	0
ZOTU_2272	0
ZOTU_2273	0
ZOTU_2274	35
ZOTU_2275	0
ZOTU_2276	0
ZOTU_2277	0
ZOTU_2278	0
ZOTU_2279	0
ZOTU_2280	0
ZOTU_2281	0
ZOTU_2282	0
ZOTU_2283	0
ZOTU_2284	0
ZOTU_2285	0
ZOTU_2286	1
ZOTU_2287	0
ZOTU_2288	0
ZOTU_2289	0
ZOTU_2290	0
ZOTU_2291	8
ZOTU_2292	0
ZOTU_2293	0
ZOTU_2294	2
ZOTU_2295	0
ZOTU_2296	0
ZOTU_2297	7
ZOTU_2298	0
ZOTU_2299	0
ZOTU_2300	0
ZOTU_2301	0
ZOTU_2302	1
ZOTU_2303	0
ZOTU_2304	0
ZOTU_2305	0
ZOTU_2306	0
ZOTU_2307	0
ZOTU_2309	0
ZOTU_2310	0
ZOTU_2311	0
ZOTU_2312	2
ZOTU_2313	0
ZOTU_2314	0
ZOTU_2315	0
ZOTU_2316	0
ZOTU_2317	0
ZOTU_2318	0
ZOTU_2319	0
ZOTU_2320	0
ZOTU_2321	2
ZOTU_2322	0
ZOTU_2323	0
ZOTU_2324	0
ZOTU_2325	0
ZOTU_2326	0
ZOTU_2327	0
ZOTU_2328	0
ZOTU_2329	0
ZOTU_2330	0
ZOTU_2331	0
ZOTU_2332	0
ZOTU_2333	0
ZOTU_2334	0
ZOTU_2335	0
ZOTU_2336	0
ZOTU_2337	0
ZOTU_2338	0
ZOTU_2339	0
ZOTU_2340	0
ZOTU_2341	0
ZOTU_2342	0
ZOTU_2343	0
ZOTU_2344	0
ZOTU_2345	0
ZOTU_2346	0
ZOTU_2347	0
ZOTU_2348	0
ZOTU_2349	0
ZOTU_2350	0
ZOTU_2351	0
ZOTU_2352	0
ZOTU_2353	1
ZOTU_2354	0
ZOTU_2355	0
ZOTU_2356	0
ZOTU_2357	0
ZOTU_2358	0
ZOTU_2359	16
ZOTU_2360	19
ZOTU_2361	0
ZOTU_2362	0
ZOTU_2363	0
ZOTU_2364	0
ZOTU_2365	8
ZOTU_2366	0
ZOTU_2367	0
ZOTU_2368	0
ZOTU_2369	9
ZOTU_2370	0
ZOTU_2371	0
ZOTU_2372	0
ZOTU_2373	0
ZOTU_2374	0
ZOTU_2375	0
ZOTU_2376	0
ZOTU_2377	0
ZOTU_2378	30
ZOTU_2379	0
ZOTU_2380	0
ZOTU_2381	0
ZOTU_2382	0
ZOTU_2383	0
ZOTU_2384	0
ZOTU_2385	0
ZOTU_2386	0
ZOTU_2387	0
ZOTU_2388	0
ZOTU_2389	1
ZOTU_2390	0
ZOTU_2391	28
ZOTU_2392	0
ZOTU_2393	0
ZOTU_2394	0
ZOTU_2395	0
ZOTU_2396	0
ZOTU_2397	0
ZOTU_2398	0
ZOTU_2399	0
ZOTU_2400	0
ZOTU_2401	0
ZOTU_2402	0
ZOTU_2403	0
ZOTU_2404	0
ZOTU_2405	0
ZOTU_2406	0
ZOTU_2407	0
ZOTU_2408	0
ZOTU_2409	0
ZOTU_2410	0
ZOTU_2411	0
ZOTU_2412	6
ZOTU_2413	0
ZOTU_2414	0
ZOTU_2415	0
ZOTU_2416	0
ZOTU_2417	0
ZOTU_2418	0
ZOTU_2419	0
ZOTU_2420	0
ZOTU_2421	0
ZOTU_2422	0
ZOTU_2423	0
ZOTU_2424	0
ZOTU_2425	34
ZOTU_2426	0
ZOTU_2427	0
ZOTU_2428	0
ZOTU_2429	0
ZOTU_2430	0
ZOTU_2431	0
ZOTU_2432	0
ZOTU_2433	0
ZOTU_2434	0
ZOTU_2435	0
ZOTU_2436	0
ZOTU_2437	0
ZOTU_2438	0
ZOTU_2439	0
ZOTU_2440	0
ZOTU_2441	0
ZOTU_2442	0
ZOTU_2443	0
ZOTU_2444	0
ZOTU_2445	0
ZOTU_2446	0
ZOTU_2447	0
ZOTU_2448	0
ZOTU_2449	0
ZOTU_2450	0
ZOTU_2451	0
ZOTU_2452	0
ZOTU_2453	0
ZOTU_2454	30
ZOTU_2455	0
ZOTU_2456	0
ZOTU_2457	29
ZOTU_2458	0
ZOTU_2459	0
ZOTU_2460	0
ZOTU_2461	0
ZOTU_2462	0
ZOTU_2463	0
ZOTU_2464	0
ZOTU_2465	0
ZOTU_2466	0
ZOTU_2467	0
ZOTU_2468	0
ZOTU_2469	3
ZOTU_2470	0
ZOTU_2471	0
ZOTU_2472	0
ZOTU_2473	13
ZOTU_2474	0
ZOTU_2475	0
ZOTU_2476	2
ZOTU_2477	0
ZOTU_2478	0
ZOTU_2479	0
ZOTU_2480	0
ZOTU_2481	0
ZOTU_2482	0
ZOTU_2483	0
ZOTU_2484	0
ZOTU_2485	0
ZOTU_2486	0
ZOTU_2487	0
ZOTU_2488	0
ZOTU_2489	20
ZOTU_2490	0
ZOTU_2491	0
ZOTU_2492	0
ZOTU_2493	0
ZOTU_2494	0
ZOTU_2495	0
ZOTU_2496	29
ZOTU_2497	0
ZOTU_2498	0
ZOTU_2499	0
ZOTU_2500	0
ZOTU_2501	0
ZOTU_2502	0
ZOTU_2503	0
ZOTU_2504	0
ZOTU_2505	27
ZOTU_2506	0
ZOTU_2507	0
ZOTU_2508	0
ZOTU_2509	1
ZOTU_2510	0
ZOTU_2511	0
ZOTU_2512	0
ZOTU_2513	0
ZOTU_2514	0
ZOTU_2515	0
ZOTU_2516	0
ZOTU_2517	0
ZOTU_2518	0
ZOTU_2519	0
ZOTU_2520	0
ZOTU_2521	0
ZOTU_2522	0
ZOTU_2523	0
ZOTU_2524	0
ZOTU_2525	0
ZOTU_2526	0
ZOTU_2527	0
ZOTU_2528	27
ZOTU_2529	0
ZOTU_2530	0
ZOTU_2531	0
ZOTU_2532	0
ZOTU_2533	0
ZOTU_2534	0
ZOTU_2535	0
ZOTU_2536	0
ZOTU_2537	0
ZOTU_2538	0
ZOTU_2539	0
ZOTU_2540	0
ZOTU_2541	0
ZOTU_2542	0
ZOTU_2543	0
ZOTU_2544	0
ZOTU_2545	0
ZOTU_2546	18
ZOTU_2547	0
ZOTU_2548	0
ZOTU_2549	0
ZOTU_2550	0
ZOTU_2551	0
ZOTU_2552	0
ZOTU_2553	0
ZOTU_2554	0
ZOTU_2555	0
ZOTU_2556	0
ZOTU_2557	0
ZOTU_2558	27
ZOTU_2559	0
ZOTU_2560	0
ZOTU_2561	0
ZOTU_2562	0
ZOTU_2563	0
ZOTU_2564	0
ZOTU_2565	0
ZOTU_2566	0
ZOTU_2567	0
ZOTU_2568	3
ZOTU_2569	0
ZOTU_2570	0
ZOTU_2571	0
ZOTU_2572	0
ZOTU_2573	0
ZOTU_2574	0
ZOTU_2575	0
ZOTU_2576	0
ZOTU_2577	0
ZOTU_2578	0
ZOTU_2579	0
ZOTU_2580	0
ZOTU_2581	0
ZOTU_2582	0
ZOTU_2583	0
ZOTU_2584	0
ZOTU_2585	4
ZOTU_2586	0
ZOTU_2587	0
ZOTU_2588	0
ZOTU_2589	0
ZOTU_2590	0
ZOTU_2591	0
ZOTU_2592	0
ZOTU_2593	3
ZOTU_2594	0
ZOTU_2595	0
ZOTU_2596	0
ZOTU_2597	0
ZOTU_2599	0
ZOTU_2600	0
ZOTU_2601	0
ZOTU_2602	0
ZOTU_2603	0
ZOTU_2604	3
ZOTU_2605	0
ZOTU_2606	1
ZOTU_2607	0
ZOTU_2608	0
ZOTU_2609	0
ZOTU_2610	0
ZOTU_2611	0
ZOTU_2612	0
ZOTU_2613	0
ZOTU_2614	0
ZOTU_2615	0
ZOTU_2616	0
ZOTU_2617	0
ZOTU_2618	0
ZOTU_2619	0
ZOTU_2620	0
ZOTU_2621	2
ZOTU_2622	0
ZOTU_2623	0
ZOTU_2624	0
ZOTU_2625	0
ZOTU_2626	0
ZOTU_2627	0
ZOTU_2628	2
ZOTU_2629	0
ZOTU_2630	0
ZOTU_2632	0
ZOTU_2633	0
ZOTU_2634	0
ZOTU_2635	27
ZOTU_2636	0
ZOTU_2637	0
ZOTU_2638	0
ZOTU_2639	0
ZOTU_2640	0
ZOTU_2641	0
ZOTU_2642	0
ZOTU_2643	0
ZOTU_2644	1
ZOTU_2645	0
ZOTU_2646	0
ZOTU_2647	0
ZOTU_2648	0
ZOTU_2649	0
ZOTU_2650	0
ZOTU_2651	0
ZOTU_2652	0
ZOTU_2653	0
ZOTU_2654	0
ZOTU_2655	0
ZOTU_2656	0
ZOTU_2657	0
ZOTU_2658	0
ZOTU_2659	0
ZOTU_2660	0
ZOTU_2661	0
ZOTU_2662	0
ZOTU_2663	0
ZOTU_2664	0
ZOTU_2665	0
ZOTU_2666	0
ZOTU_2667	0
ZOTU_2668	0
ZOTU_2669	0
ZOTU_2670	1
ZOTU_2671	0
ZOTU_2672	0
ZOTU_2673	0
ZOTU_2674	2
ZOTU_2675	0
ZOTU_2676	0
ZOTU_2677	0
ZOTU_2678	0
ZOTU_2679	0
ZOTU_2680	0
ZOTU_2681	0
ZOTU_2682	0
ZOTU_2683	0
ZOTU_2684	0
ZOTU_2685	0
ZOTU_2686	0
ZOTU_2687	0
ZOTU_2688	0
ZOTU_2689	0
ZOTU_2690	0
ZOTU_2691	0
