#OTU ID	S1	S2	S3	S4	S5	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	H1	H2	H3	H4	H5
ZOTU_2810	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2811	0	0	7	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
ZOTU_2812	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2813	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ZOTU_2814	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2815	0	0	3	0	0	19	0	2	0	2	0	6	0	0	2	0	0	0
ZOTU_2816	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0
ZOTU_2817	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
ZOTU_2818	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2819	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
ZOTU_2821	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2822	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2823	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2824	0	2	0	0	3	0	0	0	0	0	2	2	3	0	22	0	0	1
ZOTU_2825	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2826	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
ZOTU_2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ZOTU_2828	0	0	0	0	0	0	0	2	0	1	0	0	0	0	25	0	0	0
ZOTU_2829	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25
ZOTU_2830	0	0	0	0	0	0	4	0	0	0	0	0	10	0	14	0	3	0
ZOTU_2831	0	0	0	0	0	43	0	1	0	0	0	0	0	0	0	0	1	0
ZOTU_2832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ZOTU_2833	0	0	0	0	0	1	0	0	0	0	2	3	1	1	1	1	0	29
ZOTU_2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27
ZOTU_2835	2	1	30	1	0	6	0	0	0	3	0	0	0	0	0	0	0	0
ZOTU_2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
ZOTU_2837	0	0	0	0	0	0	5	0	0	2	0	20	0	0	0	0	0	0
ZOTU_2838	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2839	0	0	0	0	0	0	2	1	0	0	0	0	11	0	21	0	0	0
ZOTU_2840	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2842	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
ZOTU_2843	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ZOTU_2844	0	0	0	21	1	0	0	10	0	0	0	0	0	0	0	0	0	0
ZOTU_2845	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2846	0	0	0	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0
ZOTU_2847	0	0	0	0	0	0	10	0	0	0	1	0	6	0	0	15	0	0
ZOTU_2848	7	0	0	4	0	0	0	0	0	0	0	0	0	1	11	0	7	1
ZOTU_2849	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
ZOTU_2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0
ZOTU_2851	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
ZOTU_2852	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2853	0	1	0	0	0	8	2	0	0	0	0	0	1	0	0	0	0	20
ZOTU_2854	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2855	0	0	0	0	26	5	0	0	0	0	0	1	0	0	0	0	0	6
ZOTU_2856	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2857	0	0	39	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
ZOTU_2858	0	0	0	12	13	0	0	0	0	1	0	0	0	0	4	0	0	0
ZOTU_2859	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2860	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2861	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	0	0
ZOTU_2863	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2864	0	0	0	0	25	0	0	0	0	0	3	0	0	0	0	0	0	0
ZOTU_2865	0	0	0	0	0	0	0	0	8	6	0	0	21	1	8	0	6	0
ZOTU_2866	0	0	0	0	0	0	0	26	0	0	0	0	0	2	0	0	0	0
ZOTU_2867	0	2	0	0	0	1	0	0	3	1	13	12	0	1	0	6	17	1
ZOTU_2868	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
ZOTU_2869	0	0	0	0	0	0	3	0	0	12	7	0	0	0	0	0	0	3
ZOTU_2870	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2871	0	0	0	1	3	0	0	0	0	0	0	19	0	5	0	0	0	0
ZOTU_2872	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0
ZOTU_2873	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0
ZOTU_2874	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ZOTU_2875	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28
ZOTU_2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
ZOTU_2877	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2878	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0
ZOTU_2879	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0
ZOTU_2880	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2881	0	0	0	19	0	0	18	0	0	0	0	0	0	0	0	0	0	3
ZOTU_2882	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
ZOTU_2883	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
ZOTU_2884	0	0	0	0	0	0	3	0	0	26	1	0	0	5	0	0	0	0
ZOTU_2885	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ZOTU_2886	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2887	0	8	0	0	0	0	0	10	0	0	0	3	0	0	0	0	4	3
ZOTU_2888	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2889	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2890	0	0	0	0	0	0	3	1	0	0	1	0	20	0	9	2	0	0
ZOTU_2891	0	0	0	0	0	0	1	2	0	1	3	28	0	0	0	0	0	0
ZOTU_2892	0	2	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2893	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	8	0	0
ZOTU_2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
ZOTU_2895	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2896	0	0	0	0	13	0	0	0	3	0	0	0	11	0	3	0	0	1
ZOTU_2897	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1
ZOTU_2898	0	3	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
ZOTU_2899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ZOTU_2900	0	5	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ZOTU_2901	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ZOTU_2902	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
ZOTU_2904	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2905	0	0	0	0	27	0	13	0	0	0	0	0	0	2	0	0	0	0
ZOTU_2906	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2907	0	0	0	0	28	0	2	0	0	0	1	0	0	0	0	0	0	0
ZOTU_2908	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0
ZOTU_2909	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ZOTU_2910	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ZOTU_2911	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
ZOTU_2912	0	0	3	0	0	0	4	0	0	0	1	28	0	0	0	0	0	0
ZOTU_2913	0	0	0	0	0	0	2	0	0	0	0	0	0	13	18	1	0	0
ZOTU_2914	0	0	0	0	0	2	0	0	0	26	0	0	0	0	0	0	0	0
ZOTU_2915	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ZOTU_2916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
ZOTU_2918	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ZOTU_2920	0	0	0	0	0	0	0	25	0	0	4	0	0	0	1	0	0	0
ZOTU_2921	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ZOTU_2923	0	0	0	0	35	0	3	0	1	0	0	0	0	0	0	0	0	0
ZOTU_2924	0	9	0	1	1	0	8	0	0	2	0	0	0	0	0	5	0	0
ZOTU_2925	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ZOTU_2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
ZOTU_2928	0	0	0	0	1	0	1	0	0	0	0	0	0	26	0	0	0	0
ZOTU_2929	0	0	0	0	0	0	15	0	0	1	10	0	0	0	0	0	0	0
ZOTU_2930	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
ZOTU_2931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ZOTU_2932	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZOTU_2933	0	0	0	19	0	0	2	0	0	0	0	8	0	1	0	0	0	0
ZOTU_2934	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2935	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
ZOTU_2936	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ZOTU_2937	0	0	0	0	0	0	0	8	0	0	0	0	0	0	26	0	0	0
ZOTU_2938	6	24	0	0	0	1	10	0	0	0	2	1	0	0	0	0	0	0
ZOTU_2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
ZOTU_2940	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	0	1	0
ZOTU_2941	0	0	0	0	3	0	0	0	0	0	0	0	0	21	0	0	0	0
ZOTU_2942	0	1	0	0	0	1	0	0	6	0	0	0	0	15	0	0	1	0
ZOTU_2943	0	0	0	0	0	0	4	0	1	3	0	0	3	16	1	0	0	5
ZOTU_2944	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2945	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
ZOTU_2946	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2947	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2948	0	4	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0
ZOTU_2949	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ZOTU_2950	0	0	0	11	0	9	0	0	0	0	0	0	0	0	14	0	7	0
ZOTU_2951	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ZOTU_2952	0	22	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ZOTU_2953	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2954	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2955	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	1	0	0
ZOTU_2956	0	0	0	0	0	51	7	0	0	0	7	0	0	1	0	0	0	0
ZOTU_2957	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23
ZOTU_2958	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
ZOTU_2960	12	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ZOTU_2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ZOTU_2962	13	0	29	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0
ZOTU_2963	0	0	3	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2964	0	0	0	0	5	0	0	0	0	0	0	0	0	1	27	0	0	0
ZOTU_2965	0	0	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0	0
ZOTU_2966	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ZOTU_2967	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2968	0	0	22	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ZOTU_2969	0	22	0	0	8	0	2	0	0	0	1	0	0	0	0	0	0	0
ZOTU_2970	0	0	22	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZOTU_2971	0	0	0	0	0	0	0	0	0	28	0	0	1	0	0	1	2	0
ZOTU_2972	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ZOTU_2974	0	0	0	0	0	38	3	0	0	0	0	0	0	7	0	0	11	2
ZOTU_2975	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	17	0
ZOTU_2976	0	0	0	0	0	0	3	0	0	0	7	0	0	16	0	0	0	6
ZOTU_2977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ZOTU_2978	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2979	0	0	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	0
ZOTU_2980	0	0	0	23	0	0	0	0	0	1	7	3	0	0	0	0	0	3
ZOTU_2981	0	0	18	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0
ZOTU_2982	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2983	0	0	22	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0
ZOTU_2984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
ZOTU_2985	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2986	0	37	0	0	1	0	0	0	4	0	0	0	0	5	0	0	0	0
ZOTU_2987	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2988	0	21	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0
ZOTU_2989	0	0	0	2	20	0	0	0	0	0	0	0	0	0	1	1	0	0
ZOTU_2990	0	1	0	18	0	0	23	0	0	0	0	0	0	0	0	0	0	1
ZOTU_2991	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0
ZOTU_2992	0	0	0	0	0	33	0	0	3	4	0	0	0	0	1	0	0	3
ZOTU_2993	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2994	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ZOTU_2995	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2996	0	0	0	0	0	0	1	0	0	0	0	0	7	27	0	0	0	5
ZOTU_2997	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0
ZOTU_2998	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
ZOTU_3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ZOTU_3001	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0
ZOTU_3002	0	0	0	0	0	28	0	0	0	1	0	0	8	0	0	1	0	0
ZOTU_3003	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3004	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3005	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3006	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ZOTU_3007	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3008	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3009	0	0	0	0	24	0	0	0	0	0	1	0	1	0	0	0	0	0
ZOTU_3010	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ZOTU_3011	0	0	0	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3012	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ZOTU_3013	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
ZOTU_3014	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3015	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ZOTU_3016	0	0	0	0	33	0	7	0	0	0	0	1	0	0	0	0	0	0
ZOTU_3017	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3018	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3019	0	1	0	0	0	0	3	0	21	0	0	0	0	0	1	1	0	0
ZOTU_3020	0	0	0	26	0	0	1	1	0	0	0	0	0	15	0	0	0	0
ZOTU_3021	0	0	0	0	0	0	2	0	0	2	6	10	3	27	5	0	0	0
ZOTU_3022	0	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0
ZOTU_3023	0	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6
ZOTU_3025	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ZOTU_3027	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0
ZOTU_3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ZOTU_3029	0	0	0	0	1	0	0	0	16	0	9	4	0	0	0	8	2	0
ZOTU_3030	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
ZOTU_3032	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0
ZOTU_3033	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3034	0	0	41	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
ZOTU_3035	0	0	6	0	10	0	0	0	0	0	0	0	0	0	21	0	0	4
ZOTU_3036	0	0	0	0	44	1	0	0	0	0	0	0	1	12	0	0	0	0
ZOTU_3037	0	25	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ZOTU_3038	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3039	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0
ZOTU_3040	3	1	11	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ZOTU_3041	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
ZOTU_3042	0	8	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ZOTU_3044	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3045	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0
ZOTU_3046	0	0	0	4	3	0	5	1	0	1	0	0	4	0	19	0	0	0
ZOTU_3047	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ZOTU_3048	0	0	0	29	1	0	5	11	0	0	0	0	0	0	0	0	10	8
ZOTU_3049	0	0	0	0	1	21	0	0	0	3	0	0	0	0	0	0	0	0
ZOTU_3050	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZOTU_3051	7	0	0	0	0	26	0	5	0	0	0	0	0	0	0	0	0	0
ZOTU_3052	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3053	15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ZOTU_3054	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3055	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ZOTU_3056	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3057	0	0	6	11	0	0	0	0	0	7	0	1	0	2	0	0	0	2
ZOTU_3058	4	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ZOTU_3059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ZOTU_3060	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
ZOTU_3061	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	4
ZOTU_3062	0	0	0	0	0	0	0	14	7	1	0	9	0	0	0	1	0	4
ZOTU_3063	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0
ZOTU_3064	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3065	12	0	0	0	1	0	1	0	0	0	0	0	0	6	0	8	5	0
ZOTU_3066	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3067	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3068	0	0	4	0	0	0	0	0	0	7	4	3	0	0	0	0	22	0
ZOTU_3069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ZOTU_3070	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3071	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
ZOTU_3072	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	22	0
ZOTU_3073	0	0	0	0	0	0	1	26	1	1	0	0	0	0	0	0	0	0
ZOTU_3074	3	0	0	0	0	0	0	0	2	0	0	0	14	0	0	5	0	0
ZOTU_3075	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0
ZOTU_3076	0	24	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0
ZOTU_3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
ZOTU_3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ZOTU_3079	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3080	0	4	0	0	0	0	0	0	0	10	5	0	6	3	0	0	0	0
ZOTU_3081	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ZOTU_3082	7	0	0	0	0	0	0	0	0	0	21	0	3	0	0	0	0	0
ZOTU_3083	0	0	0	0	0	0	0	0	0	0	0	0	23	0	10	0	0	0
ZOTU_3084	0	2	11	0	15	4	1	0	3	0	0	0	0	0	0	8	0	1
ZOTU_3085	0	3	0	1	2	9	3	0	1	0	0	6	0	0	0	4	0	2
ZOTU_3086	0	0	0	0	0	0	0	0	0	3	0	25	0	0	0	0	0	0
ZOTU_3087	0	1	7	2	0	8	1	0	7	0	1	0	8	0	0	0	0	0
ZOTU_3088	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
ZOTU_3089	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ZOTU_3091	0	0	0	0	0	28	0	0	0	0	0	0	0	0	5	0	0	0
ZOTU_3092	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ZOTU_3093	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	1	0
ZOTU_3094	0	0	0	20	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ZOTU_3095	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3096	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ZOTU_3097	0	1	29	14	4	0	0	0	0	1	0	12	0	0	0	0	0	0
ZOTU_3098	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	19	0	0
ZOTU_3099	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3100	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3101	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ZOTU_3103	0	0	24	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ZOTU_3104	0	0	0	6	0	0	0	0	0	0	0	0	0	24	0	3	0	0
ZOTU_3106	0	0	0	13	0	3	4	0	0	1	0	0	0	0	2	0	0	0
ZOTU_3107	0	0	0	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0
ZOTU_3108	0	0	0	9	2	0	0	1	0	0	0	0	12	12	0	0	0	0
ZOTU_3109	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3110	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3111	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	26	1	0
ZOTU_3112	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3113	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ZOTU_3114	0	0	1	0	0	5	5	1	1	13	0	12	0	0	0	0	0	0
ZOTU_3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
ZOTU_3116	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ZOTU_3117	0	0	0	0	0	0	5	0	0	29	0	0	0	0	0	0	0	0
ZOTU_3118	0	0	0	0	46	0	0	0	0	0	0	1	4	8	0	0	12	2
ZOTU_3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
ZOTU_3120	0	0	7	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3121	0	0	0	0	0	0	0	0	0	0	0	0	5	30	0	0	0	0
ZOTU_3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
ZOTU_3123	0	0	0	13	0	0	8	0	1	0	0	0	0	1	3	0	0	0
