#OTU ID	S1	S2	S3	S4	S5	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	H1	H2	H3	H4	H5
ZOTU_1488	0	0	0	57	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZOTU_1489	0	0	0	2	0	0	0	0	0	0	0	0	6	22	3	0	46	0
ZOTU_1491	3	0	0	0	2	56	3	0	0	1	1	0	0	2	0	0	0	0
ZOTU_1492	1	0	0	6	15	27	2	1	2	1	1	8	0	8	4	15	2	0
ZOTU_1493	0	0	0	0	0	0	0	0	0	5	21	0	1	0	53	0	0	0
ZOTU_1494	0	0	0	48	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0
ZOTU_1496	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1497	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1498	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1499	0	0	0	0	46	0	0	0	0	0	0	0	8	0	0	0	0	0
ZOTU_1500	0	0	0	0	0	2	0	0	0	0	0	0	0	0	65	0	0	2
ZOTU_1501	41	0	0	0	0	0	0	0	0	16	0	0	0	0	17	0	0	0
ZOTU_1502	0	0	25	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
ZOTU_1503	0	7	33	5	0	0	0	0	0	1	5	0	0	3	0	0	0	1
ZOTU_1504	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	41	0	0
ZOTU_1506	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0
ZOTU_1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
ZOTU_1508	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	32	7
ZOTU_1510	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
ZOTU_1511	0	0	55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZOTU_1512	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
ZOTU_1513	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1514	0	0	48	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
ZOTU_1516	0	0	0	0	70	0	0	0	0	0	0	0	0	0	1	0	0	8
ZOTU_1517	0	0	0	0	0	1	0	0	0	0	0	47	0	0	2	0	0	5
ZOTU_1518	0	0	0	0	0	0	3	0	0	58	0	0	0	0	0	0	0	0
ZOTU_1519	0	0	0	0	0	1	0	1	4	0	1	35	0	0	5	5	0	12
ZOTU_1520	0	0	0	0	0	0	0	0	0	3	0	0	0	0	52	0	0	0
ZOTU_1521	0	0	0	27	0	0	5	0	0	17	1	0	0	0	0	0	1	2
ZOTU_1522	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
ZOTU_1523	0	0	0	58	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ZOTU_1524	2	73	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0
ZOTU_1525	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	48	0	0
ZOTU_1526	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ZOTU_1527	0	0	1	0	26	0	0	11	0	0	0	1	0	2	0	0	15	0
ZOTU_1528	14	0	0	0	0	0	0	0	0	0	0	0	6	0	46	0	0	0
ZOTU_1529	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0
ZOTU_1530	0	0	1	0	1	0	0	0	0	1	0	0	0	0	95	0	0	0
ZOTU_1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ZOTU_1532	0	0	0	0	0	0	0	56	5	0	0	4	1	0	0	5	0	0
ZOTU_1533	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	42	0	0
ZOTU_1534	0	0	0	0	5	0	0	0	0	0	0	57	0	0	0	0	0	0
ZOTU_1535	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	52	0
ZOTU_1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
ZOTU_1538	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1539	0	0	0	0	42	0	5	0	21	0	6	0	0	0	0	0	0	0
ZOTU_1540	46	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0
ZOTU_1541	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1542	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1543	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
ZOTU_1545	0	29	2	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0
ZOTU_1546	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
ZOTU_1548	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1549	12	1	4	0	47	0	1	0	4	0	0	0	0	8	3	0	11	0
ZOTU_1550	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1551	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1552	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1553	0	0	1	0	0	0	14	39	0	0	0	0	0	0	0	0	0	0
ZOTU_1554	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0
ZOTU_1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
ZOTU_1556	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	49	0
ZOTU_1557	0	0	0	0	0	0	0	0	2	0	65	0	0	0	0	0	0	0
ZOTU_1558	0	0	0	0	0	0	0	0	54	0	0	1	0	0	0	0	0	0
ZOTU_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
ZOTU_1560	0	0	2	25	0	6	1	0	0	1	28	0	0	0	0	0	0	0
ZOTU_1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
ZOTU_1562	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1563	0	48	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1564	9	0	0	0	0	1	0	0	0	0	0	4	0	0	1	42	0	0
ZOTU_1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0
ZOTU_1566	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	8
ZOTU_1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0
ZOTU_1569	26	16	0	0	11	0	0	0	0	2	0	0	8	0	0	0	0	6
ZOTU_1570	0	1	14	0	11	28	2	0	0	4	0	0	0	20	0	1	0	6
ZOTU_1571	0	0	0	0	0	0	0	0	2	0	54	0	0	0	0	0	0	0
ZOTU_1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
ZOTU_1573	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	1	25	0
ZOTU_1574	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	0	0	1
ZOTU_1575	0	6	0	0	47	0	0	0	0	1	0	0	0	0	0	0	0	7
ZOTU_1576	10	0	0	0	11	15	1	0	0	0	1	30	2	0	3	0	5	0
ZOTU_1577	0	0	0	1	7	0	7	0	0	0	0	0	4	0	38	0	0	0
ZOTU_1578	0	0	0	3	1	0	0	0	4	0	0	51	0	0	0	0	0	0
ZOTU_1579	0	2	0	31	0	0	0	0	0	0	0	0	0	0	1	0	21	0
ZOTU_1580	0	13	0	0	1	46	0	1	0	0	0	0	0	0	0	0	0	0
ZOTU_1581	0	3	0	0	0	42	0	10	0	2	3	0	5	0	0	3	0	0
ZOTU_1582	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
ZOTU_1583	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
ZOTU_1584	0	0	0	0	0	0	6	0	0	0	51	0	5	0	0	0	0	2
ZOTU_1585	0	24	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1586	0	1	0	20	13	0	0	0	0	2	0	25	0	0	0	7	2	0
ZOTU_1587	0	0	0	0	0	42	0	0	0	0	0	0	0	0	14	0	0	0
ZOTU_1588	0	0	2	0	35	0	8	5	2	11	0	0	1	6	0	0	0	1
ZOTU_1589	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1590	1	0	0	0	57	0	0	2	6	1	2	0	0	2	0	0	12	0
ZOTU_1591	0	0	0	0	0	0	0	2	0	3	0	0	0	54	0	0	0	0
ZOTU_1592	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	61	0	0
ZOTU_1593	0	0	0	1	0	3	10	0	0	1	0	4	0	0	6	17	17	2
ZOTU_1594	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0
ZOTU_1595	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0
ZOTU_1596	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	4	5
ZOTU_1597	0	0	3	0	48	0	4	0	0	1	0	0	0	0	0	0	0	0
ZOTU_1598	0	0	0	0	0	0	0	0	0	0	1	0	0	0	53	0	0	0
ZOTU_1599	0	17	0	0	0	0	7	0	1	13	0	0	13	0	7	6	1	0
ZOTU_1600	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0
ZOTU_1601	1	0	0	0	0	0	1	2	46	0	5	0	0	0	3	0	2	0
ZOTU_1602	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ZOTU_1604	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1605	5	0	0	22	0	0	0	0	0	13	0	9	4	0	0	0	0	15
ZOTU_1606	1	0	50	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZOTU_1607	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1608	0	17	0	12	0	0	0	0	0	0	3	0	1	0	0	1	9	4
ZOTU_1609	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	13	0
ZOTU_1610	0	0	0	1	0	0	0	0	0	11	0	2	0	0	0	35	3	4
ZOTU_1611	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1612	0	0	0	30	0	0	0	3	0	0	0	0	0	17	0	0	0	0
ZOTU_1613	0	0	0	0	0	0	0	1	17	9	0	10	22	1	0	0	0	0
ZOTU_1614	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	78	0	0
ZOTU_1615	0	0	0	53	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1616	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	0	0
ZOTU_1618	0	0	4	0	0	5	16	0	0	11	0	0	1	11	24	0	1	4
ZOTU_1619	0	0	0	9	14	0	0	23	0	0	7	0	0	1	0	0	0	0
ZOTU_1620	0	7	2	13	0	1	1	4	0	19	0	0	2	0	5	13	0	3
ZOTU_1621	0	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZOTU_1622	0	0	5	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1623	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1624	0	0	0	13	0	2	1	0	0	0	0	0	38	0	0	0	0	0
ZOTU_1625	38	0	0	0	0	0	2	0	5	0	2	0	0	0	0	0	0	0
ZOTU_1626	3	0	0	53	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ZOTU_1627	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0
ZOTU_1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
ZOTU_1629	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	1	0
ZOTU_1630	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
ZOTU_1631	5	0	0	4	28	0	3	0	0	0	0	0	1	0	0	0	16	0
ZOTU_1632	0	0	0	29	0	0	1	0	0	4	0	17	0	0	0	3	0	0
ZOTU_1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	4	0	0
ZOTU_1634	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1635	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
ZOTU_1637	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
ZOTU_1638	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	3	0	0
ZOTU_1639	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	6	0
ZOTU_1640	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1641	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1642	0	47	0	2	0	15	0	4	0	0	0	18	0	0	0	4	0	2
ZOTU_1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
ZOTU_1644	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	44	1	0
ZOTU_1645	0	7	0	0	0	0	0	0	39	0	1	0	0	0	0	0	0	0
ZOTU_1646	0	0	0	0	10	0	0	35	0	0	0	12	0	0	0	0	0	0
ZOTU_1647	0	0	0	0	0	1	0	0	0	5	0	41	0	0	0	0	0	4
ZOTU_1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
ZOTU_1649	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
ZOTU_1650	0	0	0	0	0	2	0	7	0	0	1	7	0	0	0	45	0	0
ZOTU_1651	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ZOTU_1652	0	0	0	11	0	31	0	0	0	14	0	0	0	0	0	0	0	0
ZOTU_1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ZOTU_1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
ZOTU_1656	18	0	0	0	0	8	0	0	0	1	0	19	0	0	1	0	7	0
ZOTU_1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
ZOTU_1658	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	46	0
ZOTU_1659	0	0	0	0	0	0	1	0	44	0	0	0	0	0	0	1	0	0
ZOTU_1660	0	0	1	0	0	0	0	0	0	0	4	0	0	48	0	0	0	0
ZOTU_1661	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0
ZOTU_1662	11	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0
ZOTU_1663	0	0	0	0	0	0	0	45	0	0	0	0	0	2	0	0	0	0
ZOTU_1664	0	52	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ZOTU_1665	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1666	0	0	0	0	48	0	0	0	0	0	0	0	0	16	0	0	0	11
ZOTU_1667	0	5	0	0	0	0	0	0	0	0	0	29	5	13	1	0	0	0
ZOTU_1668	0	0	4	0	35	4	0	0	0	7	0	0	5	0	0	0	1	0
ZOTU_1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	0
ZOTU_1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
ZOTU_1671	0	2	0	0	0	0	2	48	0	0	0	0	0	0	0	0	0	0
ZOTU_1672	6	0	0	0	6	14	0	0	0	0	0	11	0	0	31	0	0	0
ZOTU_1673	0	0	46	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ZOTU_1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
ZOTU_1675	0	2	0	27	0	0	0	0	0	0	0	0	0	39	0	0	0	0
ZOTU_1676	0	0	4	0	0	0	0	0	0	0	0	0	5	0	1	47	0	0
ZOTU_1677	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	51	0
ZOTU_1678	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	5	0	0
ZOTU_1680	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	47	0
ZOTU_1681	0	0	4	0	0	46	0	0	2	0	0	0	0	0	0	0	0	3
ZOTU_1682	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1683	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	51	0	0
ZOTU_1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
ZOTU_1685	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	30	0	0
ZOTU_1686	0	6	0	7	0	4	0	0	0	25	1	1	0	10	0	4	0	1
ZOTU_1687	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0
ZOTU_1689	0	0	0	0	0	25	0	0	0	24	0	0	1	0	0	0	0	0
ZOTU_1690	0	0	0	0	0	0	0	0	45	0	0	0	1	0	0	0	0	0
ZOTU_1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
ZOTU_1692	0	0	7	2	37	3	2	13	0	1	1	3	0	0	2	2	1	0
ZOTU_1693	0	20	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1694	0	0	0	1	0	0	55	0	0	0	0	0	0	1	0	0	0	0
ZOTU_1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
ZOTU_1696	0	0	0	3	0	0	0	0	0	0	0	44	0	0	0	0	0	0
ZOTU_1697	0	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	0	0
ZOTU_1698	0	0	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0
ZOTU_1699	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
ZOTU_1700	0	0	0	0	0	0	0	0	0	0	5	0	0	0	42	0	0	0
ZOTU_1701	2	0	0	0	10	0	3	3	25	1	0	0	0	0	17	0	0	0
ZOTU_1702	0	0	0	0	0	0	0	0	0	9	0	26	0	9	0	0	0	0
ZOTU_1703	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	48	0	0
ZOTU_1704	0	0	0	0	0	0	7	0	0	1	0	0	4	0	0	0	43	0
ZOTU_1705	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1706	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1707	0	0	0	0	34	0	3	0	0	0	0	13	0	0	19	0	0	0
ZOTU_1708	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ZOTU_1709	0	0	43	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ZOTU_1711	0	27	0	15	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1712	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1713	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1714	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1715	0	0	0	0	0	2	0	39	0	0	0	0	0	0	0	0	0	0
ZOTU_1716	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1717	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	50	0
ZOTU_1718	0	0	0	0	1	0	1	0	0	18	4	0	0	0	36	0	0	0
ZOTU_1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ZOTU_1720	0	0	0	4	29	0	0	0	0	0	0	1	8	17	0	0	0	0
ZOTU_1721	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1722	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
ZOTU_1723	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1724	0	22	0	0	0	0	21	0	1	0	0	0	34	0	0	0	0	2
ZOTU_1725	4	0	2	0	0	0	0	0	0	0	3	17	0	0	36	0	0	2
ZOTU_1726	0	4	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0
ZOTU_1727	0	0	49	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ZOTU_1728	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
ZOTU_1729	1	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1730	0	0	0	0	0	9	0	0	0	0	0	0	1	0	38	0	0	0
ZOTU_1731	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0
ZOTU_1732	0	0	39	0	0	1	0	0	2	0	0	1	8	0	0	0	0	0
ZOTU_1733	0	56	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZOTU_1734	0	6	0	0	10	0	0	0	0	0	0	0	0	0	8	32	0	0
ZOTU_1735	5	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0	8	0
ZOTU_1736	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0
ZOTU_1737	0	0	45	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ZOTU_1738	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1739	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1740	0	0	0	0	0	0	0	0	0	0	0	20	0	0	28	0	0	0
ZOTU_1741	0	0	0	0	0	0	36	0	0	0	0	0	0	14	0	0	0	0
ZOTU_1742	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZOTU_1743	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1744	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1745	0	0	0	0	0	0	0	0	0	0	0	0	2	50	0	0	0	0
ZOTU_1746	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
ZOTU_1747	1	0	0	0	0	0	0	0	0	0	1	1	0	1	25	0	18	0
ZOTU_1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
ZOTU_1749	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
ZOTU_1750	0	0	0	0	0	24	0	0	0	0	30	0	0	0	0	0	0	2
ZOTU_1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
ZOTU_1752	0	0	0	0	0	0	1	0	0	0	0	0	0	44	0	0	0	0
ZOTU_1753	0	0	0	0	5	0	63	0	0	0	0	0	0	0	3	0	0	0
ZOTU_1754	0	0	0	0	0	1	16	1	0	5	3	0	11	1	0	5	0	0
ZOTU_1755	0	0	0	0	58	0	0	0	0	5	0	0	0	0	0	0	0	0
ZOTU_1756	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
ZOTU_1758	44	0	0	0	0	0	1	0	0	4	2	0	0	2	0	0	0	0
ZOTU_1759	0	0	0	0	0	0	0	49	1	7	0	0	0	2	0	0	0	0
ZOTU_1760	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
ZOTU_1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
ZOTU_1762	0	0	0	0	0	45	0	0	0	0	1	0	0	0	0	1	0	0
ZOTU_1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
ZOTU_1764	0	0	0	0	0	3	7	0	0	0	0	0	0	0	41	0	0	0
ZOTU_1765	0	1	38	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ZOTU_1766	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1767	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
ZOTU_1769	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1770	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1771	0	0	0	0	0	32	16	0	0	3	0	0	0	8	0	0	0	0
ZOTU_1772	8	0	24	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ZOTU_1773	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ZOTU_1774	0	0	0	0	0	0	13	1	0	1	1	2	0	0	0	27	2	0
ZOTU_1775	0	0	0	0	38	0	0	0	0	0	8	0	0	1	0	0	2	0
ZOTU_1776	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1777	4	1	0	0	43	9	7	0	0	0	0	0	1	0	0	0	0	0
ZOTU_1778	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1779	7	2	0	16	0	8	2	0	0	3	0	2	1	0	21	0	0	0
ZOTU_1780	34	0	0	0	1	0	0	17	0	0	1	0	0	0	2	0	0	0
ZOTU_1781	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	62	0
ZOTU_1782	0	0	46	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ZOTU_1783	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	1	0
ZOTU_1784	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
ZOTU_1786	0	0	13	4	0	2	16	8	8	0	0	1	0	2	0	0	0	1
ZOTU_1787	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
ZOTU_1789	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1790	1	0	0	26	12	2	3	0	0	2	0	8	0	0	11	0	0	0
ZOTU_1791	0	0	0	0	0	7	0	0	0	0	0	46	0	0	0	0	0	0
ZOTU_1792	7	0	0	0	0	1	0	0	2	2	0	0	0	0	1	0	44	2
ZOTU_1794	0	0	0	0	3	0	0	0	0	1	0	0	0	0	41	0	0	0
ZOTU_1795	0	0	44	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ZOTU_1796	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1797	0	0	0	0	1	0	12	0	0	0	0	0	0	10	0	23	5	0
ZOTU_1798	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1799	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_1800	0	0	0	23	0	5	0	0	0	0	0	17	0	2	0	0	0	0
ZOTU_1801	0	0	0	0	0	1	0	0	0	0	1	37	0	0	0	0	0	0
ZOTU_1802	0	0	0	0	0	0	1	29	8	5	0	0	0	0	0	0	0	0
ZOTU_1803	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0
ZOTU_1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
ZOTU_1805	0	0	0	0	0	0	6	2	0	0	0	0	1	52	0	0	0	27
